timestamp,sensor_1,sensor_2,sensor_3
2024-01-01 00:00:00,0.0,0.8414709848078965,0.9092974268256817
2024-01-01 00:01:00,0.04997916927067833,0.8624042272433384,0.8949233158080702
2024-01-01 00:02:00,0.09983341664682815,0.8819578068849475,0.8795549376175618
2024-01-01 00:03:00,0.14943813247359922,0.9001004421765051,0.8632093666488737
2024-01-01 00:04:00,0.19866933079506122,0.9168031087717669,0.8459047629659459
2024-01-01 00:05:00,0.24740395925452294,0.9320390859672263,0.8276603521259606
2024-01-01 00:06:00,0.29552020666133955,0.945783999449539,0.8084964038195901
2024-01-01 00:07:00,0.34289780745545134,0.9580158602892249,0.7884342093512042
2024-01-01 00:08:00,0.3894183423086505,0.9687151001182652,0.7674960579840546
2024-01-01 00:09:00,0.43496553411123023,0.9778646024353161,0.7457052121767203
2024-01-01 00:10:00,0.479425538604203,0.9854497299884601,0.7230858817383246
2024-01-01 00:11:00,0.5226872289306592,0.9914583481916864,0.6996631969312385
2024-01-01 00:12:00,0.5646424733950354,0.99588084453764,0.675463180551151
2024-01-01 00:13:00,0.6051864057360395,0.998710143975583,0.6505127190155294
2024-01-01 00:14:00,0.644217687237691,0.9999417202299663,0.6248395324925891
2024-01-01 00:15:00,0.6816387600233341,0.9995736030415051,0.5984721441039565
2024-01-01 00:16:00,0.7173560908995228,0.9976063813191737,0.5714398482352474
2024-01-01 00:17:00,0.7512804051402927,0.994043202198076,0.5437726779897629
2024-01-01 00:18:00,0.7833269096274834,0.9888897660047015,0.5155013718214642
2024-01-01 00:19:00,0.8134155047893737,0.9821543171376185,0.4866573393842983
2024-01-01 00:20:00,0.8414709848078965,0.9738476308781951,0.457272626635812
2024-01-01 00:21:00,0.867423225594017,0.9639829961524482,0.4273798802338298
2024-01-01 00:22:00,0.8912073600614354,0.9525761942715953,0.3970123112657499
2024-01-01 00:23:00,0.912763940260521,0.9396454736853249,0.3662036583507499
2024-01-01 00:24:00,0.9320390859672263,0.9252115207881683,0.3349881501559051
2024-01-01 00:25:00,0.9489846193555862,0.9092974268256817,0.3034004673678561
2024-01-01 00:26:00,0.963558185417193,0.8919286509533796,0.27147570416228256
2024-01-01 00:27:00,0.9757233578266591,0.8731329795075164,0.23924932921398243
2024-01-01 00:28:00,0.9854497299884601,0.8529404815528762,0.2067571462908832
2024-01-01 00:29:00,0.9927129910375885,0.8313834607786831,0.1740352544757625
2024-01-01 00:30:00,0.9974949866040544,0.8084964038195901,0.1411200080598672
2024-01-01 00:31:00,0.999783764189357,0.7843159250844198,0.10804797615299815
2024-01-01 00:32:00,0.9995736030415051,0.7588807081809218,0.07485590205492765
2024-01-01 00:33:00,0.9968650284539189,0.7322314440302511,0.04158066243329049
2024-01-01 00:34:00,0.9916648104524686,0.7044107657701759,0.008259226353304281
2024-01-01 00:35:00,0.9839859468739369,0.675463180551151,-0.025071385795169533
2024-01-01 00:36:00,0.9738476308781951,0.6454349983343707,-0.058374143427580086
2024-01-01 00:37:00,0.9612752029752999,0.6143742578057118,-0.09161204690597455
2024-01-01 00:38:00,0.9463000876874145,0.5823306495240819,-0.12474816864589879
2024-01-01 00:39:00,0.9289597150038693,0.5493554364271266,-0.1577456941432482
2024-01-01 00:40:00,0.9092974268256817,0.5155013718214642,-0.19056796287548494
2024-01-01 00:41:00,0.8873623686333755,0.48082261498864864,-0.22317850903178074
2024-01-01 00:42:00,0.8632093666488737,0.44537464454187153,-0.2555411020268312
2024-01-01 00:43:00,0.8368987907984977,0.40921416967201774,-0.2876197867533377
2024-01-01 00:44:00,0.8084964038195901,0.3723990394250557,-0.31937892352842384
2024-01-01 00:45:00,0.7780731968879212,0.3349881501559051,-0.35078322768961984
2024-01-01 00:46:00,0.7457052121767203,0.2970413513068324,-0.38179780879641134
2024-01-01 00:47:00,0.7114733527908443,0.25861934966111083,-0.41238820939380644
2024-01-01 00:48:00,0.675463180551151,0.21978361222511694,-0.44252044329485246
2024-01-01 00:49:00,0.6377647021345036,0.18059626789423291,-0.47216103333956777
2024-01-01 00:50:00,0.5984721441039565,0.1411200080598672,-0.5012770485883451
2024-01-01 00:51:00,0.557683717391417,0.10141798631660186,-0.5298361409084934
2024-01-01 00:52:00,0.5155013718214642,0.06155371742991315,-0.5578065809132822
2024-01-01 00:53:00,0.47203054128988264,0.02159097572609596,-0.5851572932135501
2024-01-01 00:54:00,0.4273798802338298,-0.01840630693305381,-0.6118578909427189
2024-01-01 00:55:00,0.38166099205233167,-0.058374143427580086,-0.6378787095168515
2024-01-01 00:56:00,0.3349881501559051,-0.09824859374510868,-0.6631908395922502
2024-01-01 00:57:00,0.2874780123425444,-0.13796586727122684,-0.6877661591839738
2024-01-01 00:58:00,0.23924932921398243,-0.17746242484086014,-0.7115773649095968
2024-01-01 00:59:00,0.19042264736102704,-0.21667508038737962,-0.7345980023234898
2024-01-01 01:00:00,0.1411200080598672,-0.2555411020268312,-0.7568024953079282
2024-01-01 01:01:00,0.0914646422324372,-0.2939983124155676,-0.7781661744883688
2024-01-01 01:02:00,0.04158066243329049,-0.3319851882207341,-0.7986653046413279
2024-01-01 01:03:00,-0.008407247367148618,-0.3694409585444771,-0.8182771110644103
2024-01-01 01:04:00,-0.058374143427580086,-0.4063057021444168,-0.8369798048791912
2024-01-01 01:05:00,-0.10819513453010837,-0.44252044329485246,-0.8547526072388395
2024-01-01 01:06:00,-0.1577456941432482,-0.47802724613534286,-0.8715757724135882
2024-01-01 01:07:00,-0.20690197167339977,-0.5127693073557238,-0.8874306097284007
2024-01-01 01:08:00,-0.2555411020268312,-0.5466910470692872,-0.902299504328468
2024-01-01 01:09:00,-0.30354151270842933,-0.5797381977287428,-0.9161659367494549
2024-01-01 01:10:00,-0.35078322768961984,-0.6118578909427189,-0.9290145012707622
2024-01-01 01:11:00,-0.3971481672859598,-0.6429987420539088,-0.9408309230314077
2024-01-01 01:12:00,-0.44252044329485246,-0.6731109323435617,-0.951602073889516
2024-01-01 01:13:00,-0.48678664865569937,-0.7021462887308054,-0.9613159870077914
2024-01-01 01:14:00,-0.5298361409084934,-0.7300583608392995,-0.9699618701487724
2024-01-01 01:15:00,-0.5715613187423437,-0.7568024953079282,-0.977530117665097
2024-01-01 01:16:00,-0.6118578909427189,-0.7823359072266528,-0.9840123211714557
2024-01-01 01:17:00,-0.6506251370651673,-0.8066177485832405,-0.9894012788863766
2024-01-01 01:18:00,-0.6877661591839738,-0.8296091736113709,-0.9936910036334644
2024-01-01 01:19:00,-0.7231881240865121,-0.8512734009355745,-0.9968767294932024
2024-01-01 01:20:00,-0.7568024953079282,-0.8715757724135882,-0.9989549170979283
2024-01-01 01:21:00,-0.788525254426195,-0.8904838085819885,-0.9999232575641008
2024-01-01 01:22:00,-0.8182771110644103,-0.907967260616405,-0.9997806750574887
2024-01-01 01:23:00,-0.8459837010754465,-0.9239981587231879,-0.9985273279884306
2024-01-01 01:24:00,-0.8715757724135882,-0.9385508568851075,-0.9961646088358407
2024-01-01 01:25:00,-0.8949893582285835,-0.951602073889516,-0.9926951426001527
2024-01-01 01:26:00,-0.9161659367494549,-0.9631309305733164,-0.9881227838869232
2024-01-01 01:27:00,-0.9350525775584491,-0.9731189832251739,-0.9824526126243325
2024-01-01 01:28:00,-0.951602073889516,-0.9815502530915153,-0.9756909284193429
2024-01-01 01:29:00,-0.9657730606206388,-0.9884112519391306,-0.9678452435587837
2024-01-01 01:30:00,-0.977530117665097,-0.9936910036334644,-0.9589242746631385
2024-01-01 01:31:00,-0.9868438585032365,-0.9973810616980934,-0.9489379330023078
2024-01-01 01:32:00,-0.9936910036334644,-0.999475522827284,-0.9378973134841071
2024-01-01 01:33:00,-0.9980544387588794,-0.9999710363300245,-0.9258146823277325
2024-01-01 01:34:00,-0.9999232575641008,-0.9988668094904142,-0.91270346343589
2024-01-01 01:35:00,-0.999292788975378,-0.9961646088358407,-0.8985782234807301
2024-01-01 01:36:00,-0.9961646088358407,-0.9918687573109126,-0.8834546557201531
2024-01-01 01:37:00,-0.9905465359667133,-0.9859861273616704,-0.8673495625624736
2024-01-01 01:38:00,-0.9824526126243325,-0.9785261299411385,-0.8502808368988027
2024-01-01 01:39:00,-0.9719030694018208,-0.9695006994538088,-0.8322674422239013
2024-01-01 01:40:00,-0.9589242746631385,-0.9589242746631385,-0.8133293915675796
2024-01-01 01:41:00,-0.9435486686359066,-0.9468137755926089,-0.7934877252600586
2024-01-01 01:42:00,-0.9258146823277325,-0.9331885764572976,-0.7727644875559871
2024-01-01 01:43:00,-0.9057666414687044,-0.918070474669267,-0.7511827021430949
2024-01-01 01:44:00,-0.8834546557201531,-0.9014836559663548,-0.7287663465626859
2024-01-01 01:45:00,-0.858934493426592,-0.8834546557201531,-0.7055403255703919
2024-01-01 01:46:00,-0.8322674422239013,-0.8640123164850744,-0.6815304434667846
2024-01-01 01:47:00,-0.8035201558521559,-0.8431877418564168,-0.6567633754285849
2024-01-01 01:48:00,-0.7727644875559871,-0.821014246711247,-0.6312666378723216
2024-01-01 01:49:00,-0.7400773104888944,-0.7975273039117042,-0.6050685578833667
2024-01-01 01:50:00,-0.7055403255703919,-0.7727644875559871,-0.5781982417443097
2024-01-01 01:51:00,-0.669239857276262,-0.7467654128678123,-0.5506855425976376
2024-01-01 01:52:00,-0.6312666378723216,-0.7195716728205075,-0.5225610272786507
2024-01-01 01:53:00,-0.5917155806310094,-0.6912267715971271,-0.4938559423554524
